id,allocation_run_id,gender_group,compatibility_score,members,room_number
Room 6014,run_adf91595,Female_Computer Science_Yr3rd Year,0.9939,"Student_1088df79::student_1088df79@example.com::Computer Science::3rd Year,Student_f5184c42::student_f5184c42@example.com::Computer Science::3rd Year,Student_f021d38f::student_f021d38f@example.com::Computer Science::3rd Year",
Room 6015,run_adf91595,Female_Computer Science_Yr3rd Year,0.9937,"Student_889e53b5::student_889e53b5@example.com::Computer Science::3rd Year,Student_8d12ebd6::student_8d12ebd6@example.com::Computer Science::3rd Year,Student_45481b10::student_45481b10@example.com::Computer Science::3rd Year",
Room 6016,run_adf91595,Female_Computer Science_Yr3rd Year,0.9937,"Student_213aef7f::student_213aef7f@example.com::Computer Science::3rd Year,Student_8f01721e::student_8f01721e@example.com::Computer Science::3rd Year,Student_4b4e889a::student_4b4e889a@example.com::Computer Science::3rd Year",
Room 6017,run_adf91595,Female_Computer Science_Yr3rd Year,0.9936,"Student_4f204565::student_4f204565@example.com::Computer Science::3rd Year,Student_77a4779a::student_77a4779a@example.com::Computer Science::3rd Year,Student_0d6d9f77::student_0d6d9f77@example.com::Computer Science::3rd Year",
Room 6018,run_adf91595,Female_Computer Science_Yr3rd Year,0.9935,"Student_b4e5357b::student_b4e5357b@example.com::Computer Science::3rd Year,Student_ef72d0c5::student_ef72d0c5@example.com::Computer Science::3rd Year,Student_ba13af41::student_ba13af41@example.com::Computer Science::3rd Year",
Room 6019,run_adf91595,Female_Computer Science_Yr3rd Year,0.9934,"Student_d09859b6::student_d09859b6@example.com::Computer Science::3rd Year,Student_3a99c70d::student_3a99c70d@example.com::Computer Science::3rd Year,Student_fdcc389d::student_fdcc389d@example.com::Computer Science::3rd Year",
Room 6020,run_adf91595,Female_Computer Science_Yr3rd Year,0.9933,"Student_fbacc743::student_fbacc743@example.com::Computer Science::3rd Year,Student_359bc0bb::student_359bc0bb@example.com::Computer Science::3rd Year,Student_cb089bf3::student_cb089bf3@example.com::Computer Science::3rd Year",
Room 6021,run_adf91595,Female_Computer Science_Yr3rd Year,0.9932,"Student_10653421::student_10653421@example.com::Computer Science::3rd Year,Student_e5d158b0::student_e5d158b0@example.com::Computer Science::3rd Year,Student_c709e459::student_c709e459@example.com::Computer Science::3rd Year",
Room 6022,run_adf91595,Female_Computer Science_Yr3rd Year,0.9932,"Student_ced0b3f3::student_ced0b3f3@example.com::Computer Science::3rd Year,Student_d2bce0cd::student_d2bce0cd@example.com::Computer Science::3rd Year,Student_57f3bc01::student_57f3bc01@example.com::Computer Science::3rd Year",
Room 6023,run_adf91595,Female_Computer Science_Yr3rd Year,0.9932,"Student_1644aeb7::student_1644aeb7@example.com::Computer Science::3rd Year,Student_8e86559e::student_8e86559e@example.com::Computer Science::3rd Year,Student_20d07ac0::student_20d07ac0@example.com::Computer Science::3rd Year",
Room 6024,run_adf91595,Female_Computer Science_Yr3rd Year,0.9931,"Student_70fee8c6::student_70fee8c6@example.com::Computer Science::3rd Year,Student_c5ad723a::student_c5ad723a@example.com::Computer Science::3rd Year,Student_2c78ea25::student_2c78ea25@example.com::Computer Science::3rd Year",
Room 6025,run_adf91595,Female_Computer Science_Yr3rd Year,0.993,"Student_8efa5b25::student_8efa5b25@example.com::Computer Science::3rd Year,Student_781e56a7::student_781e56a7@example.com::Computer Science::3rd Year,Student_b393d9e3::student_b393d9e3@example.com::Computer Science::3rd Year",
Room 6026,run_adf91595,Female_Computer Science_Yr3rd Year,0.9929,"Student_7db8c87b::student_7db8c87b@example.com::Computer Science::3rd Year,Student_2f3354fc::student_2f3354fc@example.com::Computer Science::3rd Year,Student_3a8be7dd::student_3a8be7dd@example.com::Computer Science::3rd Year",
Room 6027,run_adf91595,Female_Computer Science_Yr3rd Year,0.9928,"Student_5a616b6c::student_5a616b6c@example.com::Computer Science::3rd Year,Student_77ab94cf::student_77ab94cf@example.com::Computer Science::3rd Year,Student_23a6e161::student_23a6e161@example.com::Computer Science::3rd Year",
Room 6028,run_adf91595,Female_Computer Science_Yr3rd Year,0.9927,"Student_05e221c9::student_05e221c9@example.com::Computer Science::3rd Year,Student_3ad4256f::student_3ad4256f@example.com::Computer Science::3rd Year,Student_f4502951::student_f4502951@example.com::Computer Science::3rd Year",
Room 6029,run_adf91595,Female_Computer Science_Yr3rd Year,0.9927,"Student_d5f9ab44::student_d5f9ab44@example.com::Computer Science::3rd Year,Student_4a4de945::student_4a4de945@example.com::Computer Science::3rd Year,Student_8f0e2eed::student_8f0e2eed@example.com::Computer Science::3rd Year",
Room 6030,run_adf91595,Female_Computer Science_Yr3rd Year,0.9926,"Student_c17662c9::student_c17662c9@example.com::Computer Science::3rd Year,Student_613622d1::student_613622d1@example.com::Computer Science::3rd Year,Student_eb270c88::student_eb270c88@example.com::Computer Science::3rd Year",
Room 6031,run_adf91595,Female_Computer Science_Yr3rd Year,0.9923,"Student_00b1aa94::student_00b1aa94@example.com::Computer Science::3rd Year,Student_52e68370::student_52e68370@example.com::Computer Science::3rd Year,Student_088527c0::student_088527c0@example.com::Computer Science::3rd Year",
Room 6032,run_adf91595,Female_Computer Science_Yr3rd Year,0.9922,"Student_ab241f5b::student_ab241f5b@example.com::Computer Science::3rd Year,Student_9dd1ae28::student_9dd1ae28@example.com::Computer Science::3rd Year,Student_6d39396e::student_6d39396e@example.com::Computer Science::3rd Year",
Room 6033,run_adf91595,Female_Computer Science_Yr3rd Year,0.9922,"Student_9fa22851::student_9fa22851@example.com::Computer Science::3rd Year,Student_b2cd4295::student_b2cd4295@example.com::Computer Science::3rd Year,Student_b1c0fb78::student_b1c0fb78@example.com::Computer Science::3rd Year",
Room 6034,run_adf91595,Female_Computer Science_Yr3rd Year,0.992,"Student_c00e5066::student_c00e5066@example.com::Computer Science::3rd Year,Student_ad2b584b::student_ad2b584b@example.com::Computer Science::3rd Year,Student_21481bb8::student_21481bb8@example.com::Computer Science::3rd Year",
Room 6035,run_adf91595,Female_Computer Science_Yr3rd Year,0.992,"Student_2a907919::student_2a907919@example.com::Computer Science::3rd Year,Student_9b679bdf::student_9b679bdf@example.com::Computer Science::3rd Year,Student_ffefa48d::student_ffefa48d@example.com::Computer Science::3rd Year",
Room 6036,run_adf91595,Female_Computer Science_Yr3rd Year,0.992,"Student_fb584943::student_fb584943@example.com::Computer Science::3rd Year,Student_c8ca8f55::student_c8ca8f55@example.com::Computer Science::3rd Year,Student_a8008e1f::student_a8008e1f@example.com::Computer Science::3rd Year",
Room 6037,run_adf91595,Female_Computer Science_Yr3rd Year,0.9917,"Student_c1147b0c::student_c1147b0c@example.com::Computer Science::3rd Year,Student_4c0cde40::student_4c0cde40@example.com::Computer Science::3rd Year,Student_f315c390::student_f315c390@example.com::Computer Science::3rd Year",
Room 6038,run_adf91595,Female_Computer Science_Yr3rd Year,0.9917,"Student_9d5d1dfe::student_9d5d1dfe@example.com::Computer Science::3rd Year,Student_77eca6cb::student_77eca6cb@example.com::Computer Science::3rd Year,Student_b1c7add3::student_b1c7add3@example.com::Computer Science::3rd Year",
Room 6039,run_adf91595,Female_Computer Science_Yr3rd Year,0.9915,"Student_51bd55aa::student_51bd55aa@example.com::Computer Science::3rd Year,Student_8c888c88::student_8c888c88@example.com::Computer Science::3rd Year,Student_3e39df3f::student_3e39df3f@example.com::Computer Science::3rd Year",
Room 6040,run_adf91595,Female_Computer Science_Yr3rd Year,0.9914,"Student_bce1791a::student_bce1791a@example.com::Computer Science::3rd Year,Student_bd4a6434::student_bd4a6434@example.com::Computer Science::3rd Year,Student_a114a173::student_a114a173@example.com::Computer Science::3rd Year",
Room 6041,run_adf91595,Female_Computer Science_Yr3rd Year,0.9914,"Student_219c07a2::student_219c07a2@example.com::Computer Science::3rd Year,Student_0bfe037d::student_0bfe037d@example.com::Computer Science::3rd Year,Student_b197a9c5::student_b197a9c5@example.com::Computer Science::3rd Year",
Room 6042,run_adf91595,Female_Computer Science_Yr3rd Year,0.9914,"Student_0805f92f::student_0805f92f@example.com::Computer Science::3rd Year,Student_5bc29c38::student_5bc29c38@example.com::Computer Science::3rd Year,Student_bb064d7e::student_bb064d7e@example.com::Computer Science::3rd Year",
Room 6043,run_adf91595,Female_Computer Science_Yr3rd Year,0.9913,"Student_a2b6e0a1::student_a2b6e0a1@example.com::Computer Science::3rd Year,Student_d8a031b3::student_d8a031b3@example.com::Computer Science::3rd Year,Student_562add75::student_562add75@example.com::Computer Science::3rd Year",
Room 6044,run_adf91595,Female_Computer Science_Yr3rd Year,0.9913,"Student_a85bd21c::student_a85bd21c@example.com::Computer Science::3rd Year,Student_cd81b844::student_cd81b844@example.com::Computer Science::3rd Year,Student_20d7b627::student_20d7b627@example.com::Computer Science::3rd Year",
Room 6045,run_adf91595,Female_Computer Science_Yr3rd Year,0.991,"Student_fb9e8336::student_fb9e8336@example.com::Computer Science::3rd Year,Student_a56e6492::student_a56e6492@example.com::Computer Science::3rd Year,Student_c211eef8::student_c211eef8@example.com::Computer Science::3rd Year",
Room 6046,run_adf91595,Female_Computer Science_Yr3rd Year,0.991,"Student_533687ae::student_533687ae@example.com::Computer Science::3rd Year,Student_746ffd4a::student_746ffd4a@example.com::Computer Science::3rd Year,Student_acce37cd::student_acce37cd@example.com::Computer Science::3rd Year",
Room 6047,run_adf91595,Female_Computer Science_Yr3rd Year,0.991,"Student_6b8b44e5::student_6b8b44e5@example.com::Computer Science::3rd Year,Student_3de1ecc1::student_3de1ecc1@example.com::Computer Science::3rd Year,Student_9fd8f349::student_9fd8f349@example.com::Computer Science::3rd Year",
Room 6048,run_adf91595,Female_Computer Science_Yr3rd Year,0.9904,"Student_dd8baa93::student_dd8baa93@example.com::Computer Science::3rd Year,Student_cc12b4c2::student_cc12b4c2@example.com::Computer Science::3rd Year,Student_40a21dab::student_40a21dab@example.com::Computer Science::3rd Year",
Room 6049,run_adf91595,Female_Computer Science_Yr3rd Year,0.9904,"Student_a504b97f::student_a504b97f@example.com::Computer Science::3rd Year,Student_96b8fe4d::student_96b8fe4d@example.com::Computer Science::3rd Year,Student_528db324::student_528db324@example.com::Computer Science::3rd Year",
Room 6050,run_adf91595,Female_Computer Science_Yr3rd Year,0.9904,"Student_0a71fcc7::student_0a71fcc7@example.com::Computer Science::3rd Year,Student_2a4b1a73::student_2a4b1a73@example.com::Computer Science::3rd Year,Student_ef25ce29::student_ef25ce29@example.com::Computer Science::3rd Year",
Room 6051,run_adf91595,Female_Computer Science_Yr3rd Year,0.9903,"Student_a4e429f7::student_a4e429f7@example.com::Computer Science::3rd Year,Student_85edee9c::student_85edee9c@example.com::Computer Science::3rd Year,Student_7d2965b3::student_7d2965b3@example.com::Computer Science::3rd Year",
Room 6052,run_adf91595,Female_Computer Science_Yr3rd Year,0.9903,"Student_0530adbf::student_0530adbf@example.com::Computer Science::3rd Year,Student_ebc999fd::student_ebc999fd@example.com::Computer Science::3rd Year,Student_1ca2d63f::student_1ca2d63f@example.com::Computer Science::3rd Year",
Room 6053,run_adf91595,Female_Computer Science_Yr3rd Year,0.9901,"Student_43e35c62::student_43e35c62@example.com::Computer Science::3rd Year,Student_f0d2c32d::student_f0d2c32d@example.com::Computer Science::3rd Year,Student_b5f3bcfb::student_b5f3bcfb@example.com::Computer Science::3rd Year",
Room 6054,run_adf91595,Female_Computer Science_Yr3rd Year,0.9901,"Student_663e270a::student_663e270a@example.com::Computer Science::3rd Year,Student_c9ed4d2c::student_c9ed4d2c@example.com::Computer Science::3rd Year,Student_1220e35e::student_1220e35e@example.com::Computer Science::3rd Year",
Room 6055,run_adf91595,Female_Computer Science_Yr3rd Year,0.99,"Student_84cb86ce::student_84cb86ce@example.com::Computer Science::3rd Year,Student_d2709f33::student_d2709f33@example.com::Computer Science::3rd Year,Student_50e40cf0::student_50e40cf0@example.com::Computer Science::3rd Year",
Room 6056,run_adf91595,Female_Computer Science_Yr3rd Year,0.9898,"Student_55b9bbdc::student_55b9bbdc@example.com::Computer Science::3rd Year,Student_d9046be3::student_d9046be3@example.com::Computer Science::3rd Year,Student_55c338f5::student_55c338f5@example.com::Computer Science::3rd Year",
Room 6057,run_adf91595,Female_Computer Science_Yr3rd Year,0.9897,"Student_d904547f::student_d904547f@example.com::Computer Science::3rd Year,Student_c0d6f460::student_c0d6f460@example.com::Computer Science::3rd Year,Student_b65942d0::student_b65942d0@example.com::Computer Science::3rd Year",
Room 6058,run_adf91595,Female_Computer Science_Yr3rd Year,0.9895,"Student_64b833e9::student_64b833e9@example.com::Computer Science::3rd Year,Student_2d212da4::student_2d212da4@example.com::Computer Science::3rd Year,Student_02546dee::student_02546dee@example.com::Computer Science::3rd Year",
Room 6059,run_adf91595,Female_Computer Science_Yr3rd Year,0.9888,"Student_f498a1fb::student_f498a1fb@example.com::Computer Science::3rd Year,Student_9e646bd1::student_9e646bd1@example.com::Computer Science::3rd Year,Student_d05c297b::student_d05c297b@example.com::Computer Science::3rd Year",
Room 6060,run_adf91595,Female_Computer Science_Yr3rd Year,0.9887,"Student_837b8ac3::student_837b8ac3@example.com::Computer Science::3rd Year,Student_e17a87e9::student_e17a87e9@example.com::Computer Science::3rd Year,Student_fd6f0fa0::student_fd6f0fa0@example.com::Computer Science::3rd Year",
Room 6061,run_adf91595,Female_Computer Science_Yr3rd Year,0.9887,"Student_d8ffd146::student_d8ffd146@example.com::Computer Science::3rd Year,Student_3b48c441::student_3b48c441@example.com::Computer Science::3rd Year,Student_9f8856df::student_9f8856df@example.com::Computer Science::3rd Year",
Room 6062,run_adf91595,Female_Computer Science_Yr3rd Year,0.9886,"Student_89d24ec4::student_89d24ec4@example.com::Computer Science::3rd Year,Student_75dba097::student_75dba097@example.com::Computer Science::3rd Year,Student_83cf9447::student_83cf9447@example.com::Computer Science::3rd Year",
Room 6063,run_adf91595,Female_Computer Science_Yr3rd Year,0.9885,"Student_240eb796::student_240eb796@example.com::Computer Science::3rd Year,Student_006ebdf7::student_006ebdf7@example.com::Computer Science::3rd Year,Student_ccea1e2f::student_ccea1e2f@example.com::Computer Science::3rd Year",
Room 6064,run_adf91595,Female_Computer Science_Yr3rd Year,0.9883,"Student_6cc7c649::student_6cc7c649@example.com::Computer Science::3rd Year,Student_1ca6ca5c::student_1ca6ca5c@example.com::Computer Science::3rd Year,Student_6d5649b7::student_6d5649b7@example.com::Computer Science::3rd Year",
Room 6065,run_adf91595,Female_Computer Science_Yr3rd Year,0.9882,"Student_77f3a859::student_77f3a859@example.com::Computer Science::3rd Year,Student_715266fa::student_715266fa@example.com::Computer Science::3rd Year,Student_e68d30ef::student_e68d30ef@example.com::Computer Science::3rd Year",
Room 6066,run_adf91595,Female_Computer Science_Yr3rd Year,0.9882,"Student_94b89bfb::student_94b89bfb@example.com::Computer Science::3rd Year,Student_399ddeb1::student_399ddeb1@example.com::Computer Science::3rd Year,Student_e1467fd2::student_e1467fd2@example.com::Computer Science::3rd Year",
Room 6067,run_adf91595,Female_Computer Science_Yr3rd Year,0.9881,"Student_d510b6ad::student_d510b6ad@example.com::Computer Science::3rd Year,Student_149187f2::student_149187f2@example.com::Computer Science::3rd Year,Student_95e5aeec::student_95e5aeec@example.com::Computer Science::3rd Year",
Room 6068,run_adf91595,Female_Computer Science_Yr3rd Year,0.9881,"Student_9d8170d7::student_9d8170d7@example.com::Computer Science::3rd Year,Student_7d3a2c8d::student_7d3a2c8d@example.com::Computer Science::3rd Year,Student_0c48e7e6::student_0c48e7e6@example.com::Computer Science::3rd Year",
Room 6069,run_adf91595,Female_Computer Science_Yr3rd Year,0.9879,"Student_af70dba7::student_af70dba7@example.com::Computer Science::3rd Year,Student_a2c0e3a4::student_a2c0e3a4@example.com::Computer Science::3rd Year,Student_be742396::student_be742396@example.com::Computer Science::3rd Year",
Room 6070,run_adf91595,Female_Computer Science_Yr3rd Year,0.9876,"Student_44b802f0::student_44b802f0@example.com::Computer Science::3rd Year,Student_e5c3e71d::student_e5c3e71d@example.com::Computer Science::3rd Year,Student_99faeda4::student_99faeda4@example.com::Computer Science::3rd Year",
Room 6071,run_adf91595,Female_Computer Science_Yr3rd Year,0.9875,"Student_2ba7d204::student_2ba7d204@example.com::Computer Science::3rd Year,Student_01b6dedc::student_01b6dedc@example.com::Computer Science::3rd Year,Student_cd8bce9d::student_cd8bce9d@example.com::Computer Science::3rd Year",
Room 6072,run_adf91595,Female_Computer Science_Yr3rd Year,0.9872,"Student_260b9335::student_260b9335@example.com::Computer Science::3rd Year,Student_afdaed55::student_afdaed55@example.com::Computer Science::3rd Year,Student_f2c43469::student_f2c43469@example.com::Computer Science::3rd Year",
Room 6073,run_adf91595,Female_Computer Science_Yr3rd Year,0.9871,"Student_1cab7ea2::student_1cab7ea2@example.com::Computer Science::3rd Year,Student_fb10823e::student_fb10823e@example.com::Computer Science::3rd Year,Student_e7f1ae87::student_e7f1ae87@example.com::Computer Science::3rd Year",
Room 6074,run_adf91595,Female_Computer Science_Yr3rd Year,0.9871,"Student_f9147199::student_f9147199@example.com::Computer Science::3rd Year,Student_b0e6058c::student_b0e6058c@example.com::Computer Science::3rd Year,Student_9ca8a04b::student_9ca8a04b@example.com::Computer Science::3rd Year",
Room 6075,run_adf91595,Female_Computer Science_Yr3rd Year,0.987,"Student_abc5199d::student_abc5199d@example.com::Computer Science::3rd Year,Student_b269d2eb::student_b269d2eb@example.com::Computer Science::3rd Year,Student_45747816::student_45747816@example.com::Computer Science::3rd Year",
Room 6076,run_adf91595,Female_Computer Science_Yr3rd Year,0.9869,"Student_a98c4a41::student_a98c4a41@example.com::Computer Science::3rd Year,Student_975a5a1b::student_975a5a1b@example.com::Computer Science::3rd Year,Student_f893fb49::student_f893fb49@example.com::Computer Science::3rd Year",
Room 6077,run_adf91595,Female_Computer Science_Yr3rd Year,0.9867,"Student_a61ddb8b::student_a61ddb8b@example.com::Computer Science::3rd Year,Student_7709d5d1::student_7709d5d1@example.com::Computer Science::3rd Year,Student_be293dc7::student_be293dc7@example.com::Computer Science::3rd Year",
Room 6078,run_adf91595,Female_Computer Science_Yr3rd Year,0.9867,"Student_a1368e62::student_a1368e62@example.com::Computer Science::3rd Year,Student_c62c7227::student_c62c7227@example.com::Computer Science::3rd Year,Student_e1089747::student_e1089747@example.com::Computer Science::3rd Year",
Room 6079,run_adf91595,Female_Computer Science_Yr3rd Year,0.9865,"Student_aaad3a1c::student_aaad3a1c@example.com::Computer Science::3rd Year,Student_06d5b582::student_06d5b582@example.com::Computer Science::3rd Year,Student_1f543e35::student_1f543e35@example.com::Computer Science::3rd Year",
Room 6080,run_adf91595,Female_Computer Science_Yr3rd Year,0.9864,"Student_bd77832c::student_bd77832c@example.com::Computer Science::3rd Year,Student_749b9200::student_749b9200@example.com::Computer Science::3rd Year,Student_0a5aa4aa::student_0a5aa4aa@example.com::Computer Science::3rd Year",
Room 6081,run_adf91595,Female_Computer Science_Yr3rd Year,0.9862,"Student_71dd8c0f::student_71dd8c0f@example.com::Computer Science::3rd Year,Student_b2492004::student_b2492004@example.com::Computer Science::3rd Year,Student_6f9390f5::student_6f9390f5@example.com::Computer Science::3rd Year",
Room 6082,run_adf91595,Female_Computer Science_Yr3rd Year,0.9862,"Student_16d2b892::student_16d2b892@example.com::Computer Science::3rd Year,Student_7cb1dcf2::student_7cb1dcf2@example.com::Computer Science::3rd Year,Student_d01f5022::student_d01f5022@example.com::Computer Science::3rd Year",
Room 6083,run_adf91595,Female_Computer Science_Yr3rd Year,0.9862,"Student_e00a2690::student_e00a2690@example.com::Computer Science::3rd Year,Student_d5ddee5d::student_d5ddee5d@example.com::Computer Science::3rd Year,Student_45ffb3fa::student_45ffb3fa@example.com::Computer Science::3rd Year",
Room 6084,run_adf91595,Female_Computer Science_Yr3rd Year,0.9858,"Student_365f9c73::student_365f9c73@example.com::Computer Science::3rd Year,Student_2c4ae798::student_2c4ae798@example.com::Computer Science::3rd Year,Student_811132f0::student_811132f0@example.com::Computer Science::3rd Year",
Room 6085,run_adf91595,Female_Computer Science_Yr3rd Year,0.9858,"Student_0685d23c::student_0685d23c@example.com::Computer Science::3rd Year,Student_4d3c04cf::student_4d3c04cf@example.com::Computer Science::3rd Year,Student_0a7be6de::student_0a7be6de@example.com::Computer Science::3rd Year",
Room 6086,run_adf91595,Female_Computer Science_Yr3rd Year,0.9857,"Student_015daada::student_015daada@example.com::Computer Science::3rd Year,Student_e3f6f00f::student_e3f6f00f@example.com::Computer Science::3rd Year,Student_9a62725c::student_9a62725c@example.com::Computer Science::3rd Year",
Room 6087,run_adf91595,Female_Computer Science_Yr3rd Year,0.9856,"Student_5a14e782::student_5a14e782@example.com::Computer Science::3rd Year,Student_abcf8049::student_abcf8049@example.com::Computer Science::3rd Year,Student_65d5ad98::student_65d5ad98@example.com::Computer Science::3rd Year",
Room 6088,run_adf91595,Female_Computer Science_Yr3rd Year,0.9854,"Student_b37b8899::student_b37b8899@example.com::Computer Science::3rd Year,Student_4e935770::student_4e935770@example.com::Computer Science::3rd Year,Student_3f7c5e2f::student_3f7c5e2f@example.com::Computer Science::3rd Year",
Room 6089,run_adf91595,Female_Computer Science_Yr3rd Year,0.9853,"Student_c38ad460::student_c38ad460@example.com::Computer Science::3rd Year,Student_7c913a4b::student_7c913a4b@example.com::Computer Science::3rd Year,Student_af241bea::student_af241bea@example.com::Computer Science::3rd Year",
Room 6090,run_adf91595,Female_Computer Science_Yr3rd Year,0.985,"Student_e4ad0058::student_e4ad0058@example.com::Computer Science::3rd Year,Student_6a5b4c2e::student_6a5b4c2e@example.com::Computer Science::3rd Year,Student_33eca119::student_33eca119@example.com::Computer Science::3rd Year",
Room 6091,run_adf91595,Female_Computer Science_Yr3rd Year,0.9843,"Student_546f69a5::student_546f69a5@example.com::Computer Science::3rd Year,Student_b07c28ea::student_b07c28ea@example.com::Computer Science::3rd Year,Student_7746cf5f::student_7746cf5f@example.com::Computer Science::3rd Year",
Room 6092,run_adf91595,Female_Computer Science_Yr3rd Year,0.9842,"Student_3eb74da8::student_3eb74da8@example.com::Computer Science::3rd Year,Student_4e380783::student_4e380783@example.com::Computer Science::3rd Year,Student_1a726e67::student_1a726e67@example.com::Computer Science::3rd Year",
Room 6093,run_adf91595,Female_Computer Science_Yr3rd Year,0.9842,"Student_8091352d::student_8091352d@example.com::Computer Science::3rd Year,Student_fa47a0ab::student_fa47a0ab@example.com::Computer Science::3rd Year,Student_0651e76c::student_0651e76c@example.com::Computer Science::3rd Year",
Room 6094,run_adf91595,Female_Computer Science_Yr3rd Year,0.984,"Student_fb3481df::student_fb3481df@example.com::Computer Science::3rd Year,Student_93548938::student_93548938@example.com::Computer Science::3rd Year,Student_71e68577::student_71e68577@example.com::Computer Science::3rd Year",
Room 6095,run_adf91595,Female_Computer Science_Yr3rd Year,0.9832,"Student_1c32d47a::student_1c32d47a@example.com::Computer Science::3rd Year,Student_d72c87e1::student_d72c87e1@example.com::Computer Science::3rd Year,Student_931f5fa9::student_931f5fa9@example.com::Computer Science::3rd Year",
Room 6096,run_adf91595,Female_Computer Science_Yr3rd Year,0.9829,"Student_fd386031::student_fd386031@example.com::Computer Science::3rd Year,Student_84aa3f33::student_84aa3f33@example.com::Computer Science::3rd Year,Student_d384221a::student_d384221a@example.com::Computer Science::3rd Year",
Room 6097,run_adf91595,Female_Computer Science_Yr3rd Year,0.9818,"Student_ec57d65e::student_ec57d65e@example.com::Computer Science::3rd Year,Student_045b5728::student_045b5728@example.com::Computer Science::3rd Year,Student_0bca3a50::student_0bca3a50@example.com::Computer Science::3rd Year",
Room 6098,run_adf91595,Female_Computer Science_Yr3rd Year,0.9813,"Student_7dfb1c77::student_7dfb1c77@example.com::Computer Science::3rd Year,Student_cd37a526::student_cd37a526@example.com::Computer Science::3rd Year,Student_65a0b204::student_65a0b204@example.com::Computer Science::3rd Year",
Room 6099,run_adf91595,Female_Computer Science_Yr3rd Year,0.981,"Student_8d7af7ed::student_8d7af7ed@example.com::Computer Science::3rd Year,Student_d67a5f2f::student_d67a5f2f@example.com::Computer Science::3rd Year,Student_74dc02a5::student_74dc02a5@example.com::Computer Science::3rd Year",
Room 6100,run_adf91595,Female_Computer Science_Yr3rd Year,0.9809,"Student_eea08aad::student_eea08aad@example.com::Computer Science::3rd Year,Student_87d96e5c::student_87d96e5c@example.com::Computer Science::3rd Year,Student_46f48d51::student_46f48d51@example.com::Computer Science::3rd Year",
Room 6101,run_adf91595,Female_Computer Science_Yr3rd Year,0.9808,"Student_00b7d42f::student_00b7d42f@example.com::Computer Science::3rd Year,Student_5b7bd120::student_5b7bd120@example.com::Computer Science::3rd Year,Student_bcf794dc::student_bcf794dc@example.com::Computer Science::3rd Year",
Room 6102,run_adf91595,Female_Computer Science_Yr3rd Year,0.9806,"Student_4a678df1::student_4a678df1@example.com::Computer Science::3rd Year,Student_fc600ed3::student_fc600ed3@example.com::Computer Science::3rd Year,Student_15c6bbe9::student_15c6bbe9@example.com::Computer Science::3rd Year",
Room 6103,run_adf91595,Female_Computer Science_Yr3rd Year,0.9805,"Student_9ebceb8c::student_9ebceb8c@example.com::Computer Science::3rd Year,Student_4669dd46::student_4669dd46@example.com::Computer Science::3rd Year,Student_0dc7354e::student_0dc7354e@example.com::Computer Science::3rd Year",
Room 6104,run_adf91595,Female_Computer Science_Yr3rd Year,0.9802,"Student_531dd9e7::student_531dd9e7@example.com::Computer Science::3rd Year,Student_ae1fa805::student_ae1fa805@example.com::Computer Science::3rd Year,Student_b740cabd::student_b740cabd@example.com::Computer Science::3rd Year",
Room 6105,run_adf91595,Female_Computer Science_Yr3rd Year,0.9801,"Student_ad7fae2e::student_ad7fae2e@example.com::Computer Science::3rd Year,Student_f24cd5d1::student_f24cd5d1@example.com::Computer Science::3rd Year,Student_3a09b690::student_3a09b690@example.com::Computer Science::3rd Year",
Room 6106,run_adf91595,Female_Computer Science_Yr3rd Year,0.9799,"Student_aee8c3fa::student_aee8c3fa@example.com::Computer Science::3rd Year,Student_62f1de03::student_62f1de03@example.com::Computer Science::3rd Year,Student_e8e46aa4::student_e8e46aa4@example.com::Computer Science::3rd Year",
Room 6107,run_adf91595,Female_Computer Science_Yr3rd Year,0.9795,"Student_7ea5026e::student_7ea5026e@example.com::Computer Science::3rd Year,Student_2411ec13::student_2411ec13@example.com::Computer Science::3rd Year,Student_c63c48f9::student_c63c48f9@example.com::Computer Science::3rd Year",
Room 6108,run_adf91595,Female_Computer Science_Yr3rd Year,0.9795,"Student_ae8ab4d7::student_ae8ab4d7@example.com::Computer Science::3rd Year,Student_d23bbc25::student_d23bbc25@example.com::Computer Science::3rd Year,Student_f9c449e4::student_f9c449e4@example.com::Computer Science::3rd Year",
Room 6109,run_adf91595,Female_Computer Science_Yr3rd Year,0.9794,"Student_a66d484e::student_a66d484e@example.com::Computer Science::3rd Year,Student_96c7bf1f::student_96c7bf1f@example.com::Computer Science::3rd Year,Student_54d2393c::student_54d2393c@example.com::Computer Science::3rd Year",
Room 6110,run_adf91595,Female_Computer Science_Yr3rd Year,0.979,"Student_a2bea6b9::student_a2bea6b9@example.com::Computer Science::3rd Year,Student_52545b65::student_52545b65@example.com::Computer Science::3rd Year,Student_04892ca3::student_04892ca3@example.com::Computer Science::3rd Year",
Room 6111,run_adf91595,Female_Computer Science_Yr3rd Year,0.9789,"Student_2db71753::student_2db71753@example.com::Computer Science::3rd Year,Student_f0cd9432::student_f0cd9432@example.com::Computer Science::3rd Year,Student_8f4cb150::student_8f4cb150@example.com::Computer Science::3rd Year",
Room 6112,run_adf91595,Female_Computer Science_Yr3rd Year,0.9785,"Student_8ad5e639::student_8ad5e639@example.com::Computer Science::3rd Year,Student_1359ff27::student_1359ff27@example.com::Computer Science::3rd Year,Student_161215b0::student_161215b0@example.com::Computer Science::3rd Year",
